"辞書
ページ"	見出し語	アクセント型	品詞	"文語などの
種別"	補足	意味 1.	意味 2.	意味 3.	意味 4.	意味 5.	備考
581	?waagami	⓪	名			おあがめ。神仏をあがめ尊ぶこと。＜?agamijuN（あがめる）。					
581	?waagi=juN	①	他=raN,=ti			追い散らす。追っぱらう。平民の多く使う語。普通は?uujuN（追う）という。					
581	?waagwaa	⓪	名			小豚。子豚。					
581	?waagwaamaci	⓪	名			子豚市。子豚を取り引きする市。～nu gutooN.子豚の市のようだ。子供が大勢騒いでやかましいさまをいう。					
581	?waagwaaniNzi	⓪	名			ざこ寝。子豚が入り乱れて寝ているのに似ているのでいう。					
581	?waahugujaa	⓪	名			豚の去勢を業とする者。huguiはふぐり。?waanu hugui tuibira.（豚のふぐりをとりましょう）と呼ばわって歩いた。					
581	?waahwa	①	名			数量･金額などの余分。端数。					
581	?waahwizi	①	名			口ひげ。口の上に生えたひげ。sicahwizi（あごひげ）に対する。					
582	?waa=juN	①*	自=raN,=ti			陰茎が勃起する。?waarijuNともいう。					
582	?waajuu	①	名			重湯。おかゆの上湯。正確には?ukeenu～という。					
582	?waakarajaa	⓪	名			養豚業者。豚飼い。					
582	?waanai	①	名		「うはなり」に対応する。	1.後妻。あと入り。	2.転じて,しっと。やきもち。ねたみ。そねみ。男女間のしっともいうが多くは子供同志･兄弟間などのそれをいう。母が兄を抱くと,弟が～sjuN（ねたむ）のようにいう。男女関係に関するしっとにはおもにriNciという。				
582	?waanaikwa]anai	⓪	名			ねたみそねむこと。さかんにねたみ,争うこと。～sjuN.					
582	?waanee	①	名			?waanaiと同じ。					
582	?waanii	⓪	名			上荷。上積みの荷。sicanii（下荷）の対。					
582	?waanui	⓪	名			上塗り。sicanui（下塗り）をした上にさらに塗ること。～sjuN.					
582	?waanuka]mi	⓪	名			きたならしい者。また,きたない者にふれる子供を叱る時などにいう語。?waa（豚）はきたないものの代表。-kamiはkamii（係り）の意か。maCidaduN～.松田道之（琉球処分官）への陰口。明治の中ごろ,豚を飼っていた松田という鹿児島人がいたので,松田道之の陰口として誤用されたもの。					
582	?waaNbee	⓪	名			御按配。御加減。					
582	?waaNde]e	⓪	名		＜'waNdajuN。	1.お仕えすること。御奉仕。?uja～simisjooci.親を大事になさって。	2.祖先を大事に祭ること。				
582	?waaNSe]eN	①	連詞･不規則			でおありになる。でいらっしゃる。'jaN（である）の敬語。?ujaNSeeN,?weNSeeNともいう。					
582	?waara	①	名			上の方。かみの方。部落などの低い方に対して,上の方。					
582	?waa=rijuN	①	他=riraN,=Qti			1.?uurarijuN（?uujuNの受身）と同じ。追われる。追いかけられる。sigutuni ?waaQtooN.仕事に追われている。	2.?waajuNと同じ。				
582	?waaSiba	①	名			上くちびる。					
582	?waasjaa	⓪	名			屠殺業者。主として豚を屠殺する者をいう。牛を屠殺する者を特にさす場合は,?usi?waasjaaという。					
582	?waasjaajaa	⓪	名			肉屋の小屋。					
582	?waasjaamaci	⓪	名			肉市。豚肉が主である。					
582	?waa=sjuN	①	他=saN,=ci			1.成長させる。育て上げる。大きくする。?acineemuN～.商品をふやして,店を大きくする。hudu～.たけをのばす。（2.の意があるため,hudu～のほかは余り用いない）。	2.陰茎を勃起させる。				
582	?waa=sjuN	①	他=saN,=ci			追加する。次次に加える。natooru ?uQsa 'watacooti,nukuee ?waasjusa.できているだけ渡しておいて,残りは次次に加えるよ。					
582	?waata]masi	⓪	名			お引っ越し。御転宅。貴人の引っ越しの敬語。'watamasiのさらに上の敬語。tuNcinu～nu basjoo 'waNniN 'juSirijabitaN.お宅のお引っ越しの際は,わたしも参上いたしました。					
582	?waatu?oojaa	⓪	名			かなへび。とかげに似た爬虫類の動物。豚と戦う者の意。kooreegusjukweeともいう。					
582	?waa?uci	①	名			1.汁に入れる葉野菜。汁に浮く野菜。上に浮く意か。	2.上置き。形式的な,または大して役に立たない添え物。				
582	?waa?waa	⓪	名			豚の小児語。					
582	?waaZee	①	名			悪知恵。悪がしこい才。					
582	?waaZeetubaa	⓪	名			悪知恵の働く者。悪がしこい者。					
582	?waazi	①	名			晴れ着。よそ行きの着物。もとは上着の意でsicazi（下着）の対であったろう。?iQsoocijaa（不断着）の対。					
582	?weeda	⓪、①	名			1.間。sjuikara naahwa（madi）nu～nakai ?ikuCi muranu ?aga.首里から那覇までの間に幾つ村があるか。	2.間。期間。…までの間。…までの期間。?acanu～.あしたまでの間。'waaga tuti cuuru～maQcoori 'joo.わたしが取って来るまで待ってろよ。?unu～caa sjootaga.その期間どうしていたか。saNzikara 'juzimadinu～nakai kuu 'joo.3時から4時までの間に来いよ。				
583	?weeda	⓪*	名			親田。«地»参照。					
583	?weedai	⓪	名			[公事]御内裏奉公。王城の勤務。宮仕え。転じて,官職。公職。					
583	?weedaibaNsi	⓪	名			お役所仕事のような仕事ぶり。うわべだけを整えておくこと。-haNsiは一時しのぎの意。					
583	?weedainiN	⓪	名			宮仕えの人。役人。					
583	?weedaiugaN	⓪	名			官職を拝命すること。仕官。任官。'ugaNは拝み。					
583	?weeda?we]eda	①	名			間間に。合間合間に。hanasinu～nakai ?uta ?irijuN.話の合間合間に歌を入れる。					
583	?weedumai	⓪	名			親泊。«地»参照。					
583	?weegaa	⓪	名			親川。«地»参照。					
583	?weegasa	⓪	名			悪性の腫れ物の名。背の上,肩の後ろの辺にできる癰（よう）。劇痛を伴い,非常に恐れられている。					
583	?weeguni	⓪	名			[親国]御国。位の高い国を敬っていう語。首里以外のいなか,山原（'jaNbaru）などからは,首里を敬ってsjui?weeguni[首里親国]といった。					
583	?weejumi	⓪	名			お嫁さん。他家の嫁の敬称。					
583	?weeka	⓪	名			親戚。親類。姻戚をもいう。～sjuN.親戚づきあいをする。					
583	?weekaharo]ozi	⓪	名			一族一門。親類縁者。親戚全部。-harooziという形は首里では単独には用いられない。					
583	?weekaNcu	⓪	名			役人。領地を持つ人。?weekazi（その領地）から穀物を取得する。					
583	?weekata	⓪	名	古		[親方]位階の名。按司（?azi）に次ぐ位階で総地頭の家柄。					
583	?weeka?weeka	⓪	感			よその犬にあった時,かみつかれないように唱えるまじないの文句。この家の親戚だといってなだめる意。					
583	?weekazi	⓪	名	古		[おえか地]地頭（zituu）その他の役人に賜わった地。領地。知行。采地。その土地からの収入はsakutukuという。					
583	?weeki	⓪	名			富。たくさんの財産。～nu ?ukami.福の神。～sjuN.富をなす。富を作る。					
583	?weekii	⓪	名			金持ち。財産家。					
583	?weeki]Ncu	⓪	名			金持ち。財産家。?weekiiともいう。					
583	?weekiNcuu	⓪	名			金持ち。?weekiNcuを軽蔑的にいう語。					
583	?weeku	⓪	名			?eeku（櫂）と同じ。					
583	?weema	①	名			1.間。…までの距離全体。gaQkoonu～.学校までの距離。?amamadinu ?weemaa ?aQcijuusaN.あそこまでは歩けない。	2.間。期間。…までの間全体。saNzikara 'juzimadinu～maQcoori 'joo.3時から4時までの間（計1時間）待ってろよ。?unu～nakai ?ikukeeN 'jukuiga.その間に何回休むか。?unu ?weedanakai…ともいえる。				
583	?weemuN	⓪	名			お持ちもの。持ちものの敬語。taarii?weemuN.おとうさまのお持ちもの。					
583	?weeNsu	⓪	名			お召し物。ciN（着物）の敬語'Nsu（みそ）のさらに上の敬語。					
583	?weesimiSe]eN	⓪	自･不規則			おやすみになる。寝る（niNzuN）,やすむ（'jukujuN）の敬語。?weesimiSeebiri.おやすみなさいませ。目上に対する,寝る時のあいさつ。目下に対しては'jukuree（やすめ）とか,niNdee（眠れ）とかいう。					
583	?weesitu	⓪	名			御しゅうと。situ（しゅうと,しゅうとめ）の敬語。					
584	?weeziki=juN	①	他=raN,=ti			（仕事などを他に）押しつける。					
584	?weguNsjori	⓪	名	古		お嬢さま。口語は?aigwaamee。tiNsjagunu hanaja～?wemunu,muikubana kubana satuga ?wemunu.[てんしやごの花や うえぐんしよりおや物 むいく花小花里がおや物]ほうせんかの赤い花はお嬢様のもの,まつりの白い花は御主人のもの。奉公人が主家の庭をたたえた歌。男女の陰部を庭園の花にたとえたものか*。					
584	?weNbusaa	⓪	名			出べその者。					
584	?weNbusu	⓪	名			出べそ。teNbusuともいう。					
584	?weNcu	⓪	名			ねずみ。忌んで上の人（天井にいる人）の意で言ったものか。					
584	?weNcujaama	⓪	名			ねずみおとし。ねずみ取り。'jaamaは機械の意。					
584	?weNdaa	⓪	名			おとなしい人。やさしい人。					
584	?weNda?Nma	⓪				おとなしい馬。kuujaa?Nma（荒馬）の対。					
584	?weNdasaN	⓪	形			やさしい。おとなしい。柔和である。					
584	?weNmi	①	名			負けたという意を表示する語。降参。tooSee（倒し合い）の時などにいう。～i.降参か。～simijuN.降参させる。					
584	?weNSe]eN	①	連詞･不規則			でおありになる。でいらっしゃる。'jaN（である）の敬語。?ujaNSeeN,?waaNSeeNと同じ。?ugaNzuu Qsi ?weNSeebiimi.お元気でいらっしゃいますか。					
584	?wii	①	名			1.上。場所･地位･優劣などの高いところ。	2.上。表面。	3.上。以上。kaN nataru～ja sikataa neeN.こうなった以上は,しかたがない。			
584	?wiibaa	①	名			上歯。上あごの歯。sicabaa（下歯）の対。					
584	?wiibaru	⓪	名			上原。«地»参照。					
584	?wiibaru	⓪	名			宇栄原。«地»参照。					
584	?wiicee	⓪	名			御面会。お会いすること。会う（?icajuN）ことの敬語。～sjuN.お会いする。お目にかかる。拝顔する。～'uganuNともいう。					
584	?wiici	⓪、①	名			上地。«地»参照。					
584	?wiiCi=cuN	①	自=kaN,=ci			追い付く。					
584	?wiiCikee	⓪	名			身近に置いて使う者。小間使い。追い使う者の意。					
584	?wiiCiki=juN	①	他=raN,=ti			1.追い付く。namakara 'jatiN ?wiiCikirariiga 'jaa.今からでも追い付けるかねえ。	2.追いかける。				
584	?wiiCikima]aCiki	①	副			どこまでも追い回すさま。付け回すさま。kasimasjaru ?atai～Qsi.うるさいぐらい付け回して。					
584	?wiiciraka=sjuN	①	他=saN,=ci			追い散らす。追い払う。'warabiNcaa～.子供たちを追い散らす。					
584	?wiicoo	⓪	名			植物名。ういきょう。葉は食用に,実は薬用になる。					
584	?wii=cuN	⓪	自=kaN,=ci			動く。ゆれ動く。ゆらぐ。また,動いて位置を変える。ずれる。raNpunu ?wiicagiiSiga needu 'jaga 'jaa.ランプが動いているが地震かなあ。Qcunu ?eezi QsiN ?wiiciN saNtaN.人が呼んでも身動きもしなかった。neenu 'juti zoonu haajanu ?wiicooN.地震があって,門柱がずれている。					
584	?wiida	⓪	名			宇栄田。«地»参照。					
584	?wiidaN	①	名			（たななどの）上の段。上段。また,（役柄などの）上位。sicadaN（下の段）の対。					
584	?wiigusiciraka=sjuN	①	他=saN,=ci			追い散らす。散散に追い立てる。?wiicirakasjuNともいう。					
584	?wiiguSiku	⓪	名			宇江城。«地»参照。					
584	?wiihoo=juN	⓪	他=raN,=ti			追い払う。追っぱらう。					
584	?wiijaNdi	⓪	名			成長するに従って悪くなること。大きくなって顔などが醜くなること。					
585	?wiijaNdi=juN	⓪	自=raN,=ti			成長するに従って悪くなる。大きくなって顔などが醜くなる。?wii?NzijuNの対。					
585	?wiijunabaru	①	名			上与那原。«地»参照。					
585	?wii=juN	⓪	自=raN,=ti			老いる。老年になる。					
585	?wii=juN	①	自=raN,=ti			成長する。発育する。大きくなる。「生ふ」に対応する。hudu～.背たけが伸びる。成長する。					
585	?wii=juN	①	他=raN,=ti			植える。					
585	?wiikata	①	名			1.中頭（nakugami）地方。simukata（島尻地方）に対していう。	2.上層階級。?wii?wiiともいう。simukata,sicakataの対。				
585	?wiikuNnu=zuN	①	他=gaN,=zi			追い越す。追い抜く。kuNnuzuNも追い越す意。					
585	?wiikuN=sjuN	①	他=saN,=ci			ぶちこわす。だいなしにする。だめにする。'warabiNcaaga ?aCimati ?aSibuSi ?ujanu Qci ?wiikuNcaN.子供たちが集まって遊ぶのを親が来てぶちこわした。siQkaku QsaNdi sjuru kwai ?wiikuNsaQtaN.せっかくやろうとしていた会をぶちこちされた。					
585	?wiima	⓪	名			上間。«地»参照。					
585	?wiimasai	①	名			「おいまさり」に対応する。成長するに従って美しくなること。?wiijaNdiの対。～sjooN.成長するに従ってよくなっている。					
585	?wiimuti	①	名			上の方。かみの方。上の側。kaaranu～.川上。					
585	?wiina?wiina	⓪	名			おいおい年をとってのち。老後。～nu kutu namakara kaNgeetookaNdaree,?wiina?wiinaa ?awari sjuN doo.老後のことを今から考えておかなくては,老後はみじめになるぞ。					
585	?wiinuturi	①	名			首里城の門の名。?uguSikuの項参照。					
585	?wiinu=zuN	①	他=gaN,=zi			追い抜く。追い越す。					
585	?wii?Nza=sjuN	①	他=saN,=ci			追い出す。					
585	?wii?Nzi=juN	①	他=raN,=ti			成長するに従って（容貌などが）よくなる。おいまさる。?wiijaNdijuNの対。					
585	?wiiNgwa	①	名			うい子。初子。					
585	?wiiNgwahwaCi]Ngwa	①	名			うい子。初子。?wiiNgwaを強めて言った語。					
585	?wiiraasjaN	⓪	形			年よりふけてみえる。年とって見える。					
585	?wiirikidukuru	⓪	名			面白い所。また,観光地。景色のよい所。					
585	?wiirikigisaN	⓪	形			面白そうである。					
585	?wiirikii	⓪	名			面白い人。いつも人を面白がらせる人。愉快な人。					
585	?wiirikisaN	⓪	形			面白い。楽しい。愉快である。興味を感じる。?wiirukisaNともいう。?wiirikisa sjuN.面白がる。楽しむ。					
585	?wiirukisaN	⓪	形			?wiirikisaNと同じ。					
585	?wiisi	⓪	名			仰せ。貴人のおことば。御命令。					
585	?wiisica	①	名			うえした。上下。					
585	?wiisigutu	⓪	名			仰せごと。貴人の御命令。～'ugadi.仰せごとを拝して。					
585	?wiisimiSe]eN	①	他･不規則			仰せられる。おっしゃる。また,お命じになる。?juN（言う）の敬語。					
585	?wiisjoo	⓪	名			御衣裳。?isjoo（衣裳）の敬語。					
585	?wiitaci	⓪	名			成長。発育。おい立ち。?wiQtaciともいう。					
585	?wiitaciwa]rabi	⓪	名			発育する子供。					
585	?wiita=cuN	①	自=taN,=Qci			成長する。発育する。おい立つ。					
585	?wiitati=juN	①	他=raN,=ti			追い立てる。					
586	?wii?u=cuN	①	他=kaN,=ci			（品物を交換する場合などに,劣る物の方に,補いとして他の品または金銭を）添える。?jaajacaQsa ?wii?ucuga.おまえはいくら添えるか。sinanu 'waQsakutu siNgwaN?wii?uceesa.品が悪いから千貫添えたのだよ。					
586	?wii?uNtiN	①	名			上運天。«地»参照。					
586	?wii?utu=sjuN	①	他=saN,=ci			1.追い落とす。追い抜いて勝つ。	2.ひったくる。強引に奪い取る。				
586	?wii?wee?umuuku	①	名			王の婿の敬称。王女をめとったかた。廃藩後は,旧国王尚侯爵の婿をもいった。					
586	?wii?wii	①	名			高貴のかたがた。家柄のよい人たち。上層階級。?wiikataともいう。simuzimuの対。					
586	?wiiZatu	①	名			上里。«地»参照。					
586	?wiizi	⓪	名			泳ぎ。水泳。					
586	?wiizi	⓪	名			上江洲。«地»参照。					
586	?wiiziibu	①	名			上儀保。«地»参照。					
586	?wii=zuN	⓪	自=gaN,=zi			泳ぐ。					
586	?wiQcu	⓪	名			年寄り。老人。'Nkasinu ?wiQcoo hurimuN doo. ?Nmagaa SikasaN, 'jumi Sikaci.昔の年寄りはばかだよ。孫はあやさず,嫁をあやして（子もり歌の文句）。					
586	?wiQcuwa]rabi	⓪	名			年寄りと子供。					
587	?wiQtaci	⓪	名			?wiitaciと同じ。					
587	'waa	①	感			1.わあ。驚いた時･うれしい時などに発する。子供がよく使う。	2.ばあ。顔や姿を現わす時に言う小児語。				
587	'waa	⓪	名			1.広さ。幅。～nu ?aN.広い。～nu neeN.狭い。～nu neeraNkutu magijaanu CukuraraN.狭いので大きな家が建たない。～nu neeraNkutu tuuraraN.狭いので通れない。	2.度胸。人前で憶しない度胸。～nu ?aN.度胸がある。				
587	'waa-		接頭			わたしの。'waamuN（わたしの物）,'waasjumuCi（わたしの本）など。					
587	'waa?aa	⓪	感			へええ。あれまあ。珍しい時･不思議に思う時などに子供などが発する語。cuuja 'jaSimi 'jaNtisa…～.きょうは休みだとさ…。へええ。					
587	'waamuci	⓪	名			度胸のある者。					
587	'wabi	①	名			降参。負けて敵にくだること。また,その意を相手に伝える語。～sjuN.降参する。～i.降参か。					
587	'wabiihai	①	副			ぐちをこぼすさま。					
587	'wabiinooi	①	副			ぐちをこぼすさま。ぐちっぽいさま。～sjuN.ぐちばかり言う。					
587	'wabijaa	①	名			ぐちっぽい者。ぐちばかりこぼす者。					
587	'wabi=juN	①	自=raN,=ti			ぐちをこぼす。弱音をはく。					
587	'wabuku	①	名			和睦。仲直り。文語的な語。miituNdaa namaa～sjooN.夫婦は今は仲直りしている。					
587	'wabuwabu	①	副			だぶだぶ。大き過ぎる着物,またはたくさんの着物を着た時のさま。転じて,hwiNsuunu～sjooN.（一生貧乏から抜けきれない）のようにも用いる。					
587	'wacaga=juN	①	自=raN,=ti			湧き上がる。湧き出る。					
587	'wacakooge]ezi	⓪	副			あてつけがましく。つらあてに。わざわざいたずらする場合などをいう。～nudi misira.（禁酒した人の前などで）わざと酒を飲んでみせよう。～?ami huti.あてつけがましく雨が降って。					
587	'wacaku=juN	⓪	自=raN,=ti/元の記載では'wacaku			からかうこと。他人にいたずらすること。					
587	'wacaku=juN	⓪	他=raN,=ti			からかう。人にいたずらする。'wacakuraQtaN.からかわれた。					
587	'wacara=juN	①	他=aN,=raN,=ti			わずらう。苦難･面倒を受ける。'wiQcuni 'wacaraarijuN.酔っぱらいにわずらわされる。caa hwiNsuuni 'wacaraaQti ?iQtaaNkaiN ?icijuusaN.いつも貧乏にわずらわされて,きみの家にも行けない。					
587	'wacaree	①	名			わずらい。面倒。わずらわしいこと。					
587	'wacareegaNdoo	①	副			面倒にわずらわされるさま。わずらわしいさま。面倒なさま。～saQti.面倒にわずらわされて。					
587	'waciciku	⓪	名	古		[脇筑]廃藩前の警官の役名。?uhuciku[大筑]の下,cikusazi[筑佐事]（警吏,巡査）の上。					
587	'waciee	⓪	名			わけ。意味あい。					
587	'wacijaku	⓪	名			副官。補佐役。					
587	'wacikusaa	⓪	名			わきが。わきがの者。					
587	'wacikuugi	⓪	名			わき毛。わきの下の毛。kuugiは陰毛。					
587	'wacimici	⓪	名			わき道。支道。間道。					
587	'wacinagui	⓪	名			湧稲国。«地»参照。					
587	'waciSibi	⓪	名			着物のわきに当てる四角の布。まち。わき当て。そでの上げおろしにゆとりをつけるためのもの。					
588	'waciZasi	⓪	名			脇差し。					
588	'wacizituu	⓪	名			[脇地頭]一村（現在の字）を領する者。suuzituu[総地頭]（一間切を領する者）に対する。					
588	'wa=cuN	⓪	他=kaN,=ci			切って割る。木など堅いものをのこぎり･おのなどで次第に裂いて二つにすることにいう。kii～.木を切りさく。					
588	'wa=cuN	①	自=kaN,=ci	新?		1.湧く。?izuNnu～.泉がわく。	2.〔新?〕沸く。沸騰する。'juunu～.湯が沸く。				
588	'wadaN	①	名			和気あいあいとすること。仲よくすること。平和。					
588	'wadaNwago]o	①	名			仲よくすること。和気あいあいとすること。'wagoowadaNともいう。					
588	'wadu	⓪	名	文		わが身。～jacoN～nu ziju naraN sikeni,?ariju ?uramijuru 'jusinu ?arui.｢我胴やちやうもわどの 自由ならぬ世界に あれよ恨めゆる 由のあるゑ]わが身でさえわが身を自由にできない世の中で,彼女を恨むゆえがあろうか。kaneru mumukwahuja 'jumijacoN 'NdaN,～'jariba～i Cididu mjabiru.[かにやる百果報や 夢やちやうも見だぬ わどやればわどゑ つでど見やべる（孝行之巻）]このような大きな幸福は夢にも見ない。わが身がわが身かとつねって見るばかりでございます。					
588	'wagakaimuN	①	名			ちん入者。押し入った者。					
588	'wagaka=juN	①	自=raN,=ti			強引に出る。押し強く出る。押し入る。ちん入する。?Nzitee naraN tukuruNkaiN～.出てはいけない所へも強引に出る。					
588	'wagamama	⓪	名			わがまま。文語的な語。zimamaの方を普通に用いる。～na.わがままな。					
588	'wagami	⓪	名	文		わが身。～Cidi 'Ncidu 'jusunu ?wija sijuru,muri Siruna ?uciju nasakibakari.[我が身摘で見ちど 与所の上や知ゆる 無理するな浮世 なさけばかり]わが身をつねって他人の身の上を知る。無理をするな,浮世は情が大事なのだ。最後の-bakariは,俗には,-bikeiともいう。					
588	'wagoo	①	名			和合。仲よくすること。むつまじくすること。'wadaNともいう。cuunu suriija～sjooti munusoodanuN sjaN 'jaa.きょうの集まりは和気あいあいとして相談したなあ。					
588	'wagoowada]N	⓪	名			仲よくすること。和気あいあいとすること。'wadaNwagooともいう。					
588	'waibaN	①	名			割り印。証書のとじ目などに押す割り印。					
588	'waihu	⓪	名			わっぷ。割り符。板などの中央に証印を押して,二つに割ったもの。割り札。また,系図などに押す割り印。					
588	'wai?iN	⓪	名			割り印。'waibaNの方を多く使う。					
588	'waikwii	⓪	名			分け前。配当。割り当ててくれるもの。					
588	'waimee	⓪、①	名			割り前。割り当てて出す費用。～sjuN.割り前を出す。					
588	'waiN=cuN	①	自=kaN,=ci			割り込む。無理に入り込む。					
588	'waisoozi	①	名			竹を割って編んだsoozi（あじろ）。					
588	'waitui	⓪	名			切り通し。切り開いて通した道。					
588	'waiZakaa	⓪	名			割ったたきぎ。割り木。割り裂いたものの意。					
588	'wa=juN	①	他=raN,=ti			1.割る。cawaN～.茶わんを割る。	2.割る。分割する。hjaQkwaN zuuninuNkai～.100貫（2円）を十人に分ける。	3.切開する。kasa～.瘡（かさ）を切開する。			
588	'wakaazi	⓪	名	文		[若按司]?azi[按司]の世つぎ。幼君。若君。'wakazaraともいう。					
589	'wakaazinume]e	⓪	名			若按司様。若君様。					
589	'wakabaa	⓪	名			若葉。					
589	'wakagee=juN	⓪	自=raN,=ti			若返る。					
589	'wakagi	⓪	名			若木。若い木。					
589	'waka=juN	⓪	自=raN,=ti			わかる。理解する。納得する。kutuN 'wakaraN muN.わからず屋。					
589	'waka=juN	⓪	自=raN,=ti			分かれる。別別になる。'jaa～.分家する。					
589	'wakaki	⓪	名			'wakamaaCiと同じ。					
589	'wakakusa	⓪	名			若草。					
589	'wakamaaCi	⓪	名			若松。若木。年始の飾りに用いる小松の枝。門に飾り,また仏壇にも供える。'wakakiともいう。					
589	'wakamiZi	⓪	名			若水。元旦未明に井戸から汲む水。その敬語は'waka?ubii。汲む者は男の子に限られ,男の子のいない家には,近所の男の子が汲んで行ってやり,お年玉をもらう。飲めば,その年の邪気が払われるという。					
589	'wakamuN	⓪	名			若者。若い衆。					
589	'wakanaCi	⓪	名	文		初夏。旧暦4～5月の,稲穂の出始めるころをいう。～ga nariba kukuru ?ukasariti tamamiZini ?uriti kasira ?arawa.[若夏がなればこころ浮かされて 玉水におりて かしらあらは（銘苅子）]初夏になったので心浮き浮きと,きれいな水辺に降りて髪を洗おう。					
589	'wakaQteeN	①	副			若若しく。tusi tutiN～sjooN.年をとっても若若しくしている。					
589	'wakari	⓪	名			1.別れ。別離。	2.分かれたもの。分岐したもの。傍系。分家筋。				
589	'wakari?aCisa	⓪	名			残暑。別れ暑さの意。					
589	'wakaribiisa	⓪	名			余寒。冬の終わるころの寒さ。別れ寒さの意。					
589	'wakari=juN	⓪	自=raN,=ti			1.別れる。離別する。	2.分かれる。分岐する。micee maauti 'wakarijuga.道はどこで分かれているか。				
589	'wakasaini	⓪	名			若い時。～nu naNzee kootiN Qsi.若い時の苦労は買ってでもした方がよい。					
589	'wakasamaci	⓪	名			若狭町。«地»参照。					
589	'wakasaN	⓪	形			1.若い。'wakasa tarugakijuN.若さを頼みにする。	2.経験が未熟である。?oosaNともいう。nama 'wakasanu 'jaa.まだ未熟なんだ。				
589	-wakasi		接尾			[済･沸]升。酒の量を計る時の接尾辞。cuwakasi（酒一升）,tawakasi（酒二升）,tuwakasi（酒一斗）など。					
589	'wakasiraga	⓪	名			'wakasiragiと同じ。					
589	'wakasiragi	⓪	名			若しらが。'wakasiragaともいう。					
589	'wakasiwakasi	⓪	副			別別に。?uQtuSiiZaNkai～'iirimuN kwijuN.兄弟に別別に玩具を与える。					
589	'wakasju	⓪	名			[若衆]1.元服前の貴族の男子で,王城に出仕して小姓をつとめる者。ちご小姓。?uduN[御殿],tuNci[殿内]の次男･三男から選ばれた男子が当たる。髪も着物も女のように美しく派手に装い,お給仕をつとめた。?uduN,tuNciの長男は労せずして,地頭などの地位につくが,'wakasjuの身分の者は学問に励み,文官試験を受けて苦労したのち,文官に仕官した。	2.男色（の相手の少年）の隠語。若衆。ちご。				
589	'waka=sjuN	⓪	他=saN,=ci			1.分ける。分かつ。別別にする。区別する。magiitu gumaatu～.大きいのと小さいのと分ける。'jaa～.家を分ける。分家させる。ziQpi～.是非を分かつ。真偽を判断する。	2.仲裁する。仲に立つ。仲直りさせ,引き離す。?ooee～.けんかを仲裁する。				
589	'waka=sjuN	①	他=saN,=ci	新?		沸かす。沸騰させる。首里ではhukasjuNの方を多く用いる。					
590	'wakasjuudui	⓪	名			[若衆躍]踊りの名。昔の'wakasjuの姿でする踊り。緋縮緬の着物で,長い袖をひるがえして,guziNhuubusi[御前風節]に合わせて踊る。					
590	'waka?ubii	⓪	名			'wakamiZiの敬語。					
590	'waka?uriziN	⓪	名			旧暦2～3月ごろの季節。略して?uriziNともいう。混効験集には「わかおれづみ」とある。					
590	'waka?usjuukoo	①	名			一周忌（'inui）と三年忌（saNniNci）とをいう。?uhu?usjuukooに対する。					
590	'wakawikiga	⓪	名			若い男。					
590	'wakawinagu	⓪	名			若い女。					
590	'wakazara	⓪	名			wakaaziと同じ。-zaraは'unazara（按司の妻）の-zaraと同じく,按司の意。					
590	'wakaziira	⓪	名			産後,日の浅い体。産後,まだ回復しない体。					
590	'wakaziiramu]N	⓪	名			産婦。産後,まだ体が回復しない者。					
590	'waki	⓪	名			1.わけ。意味。理由。'waciee,cimueeともいう。caaru～ga.どういう理由か。	2.謝罪。弁解。～sjuN.謝罪する。あやまる。～N cikaN.弁解も聞かない。				
590	'wakibuN	⓪	名			配分した分け前。分けてくれるもの。?ujanu～.親が子供たちに分けてくれるもの。					
590	'wakiee	⓪	名	新?		'wacieeと同じ。					
590	'waki=juN	⓪	他=raN,=ti			1.分ける。区分する。	2.分ける。分配する。				
590	'wakimee	⓪	名			分け前。分けて取る分。					
590	'waku	⓪	名			籰（わく）。手で回しながら,糸を巻きつける織具。					
590	'waku	①	名			泉。とくにその水の湧き出て来るところ。水底にあって見えないようなものを多くいう。湧き口。?izuNは湧き口が見えるものをいう。					
590	'wakubici	①	名			ひきがえる。がまがえる。					
590	'wakugaa	①	名			湧川。«地»参照。					
590	'wakuidii	⓪	名			おびき出す手。だまして誘い出す手段。					
590	'waku=juN	⓪	他=raN,=ti			1.eおびき出す。	2.からかう。いたずらする。挑発して怒らす。'wacakujuNともいう。				
590	'wami	⓪	名	文		[我身]私。われ。tubitacuru haberu maZiju mati Cirira,～ja hananu mutu siraN ?amunu.[飛び立ちゆるはべる まずよ待て連れら 我身や花のもと 知らぬあもの]飛び立つ蝶よ。しばらく待って私を連れて行ってくれ。私は花のありかを知らないのだから。					
590	'wana	⓪	名			和仁屋。'wanjaともいう。«地»参照。					
590	'wanja	⓪	名			和仁屋。'wanaともいう。«地»参照。					
590	'wanu	⓪	名	文		私。われ。'wamiよりも古い文語。～mutaci tabori 'waNZo mjagana.[わぬ持たち給れ わ無蔵見やがな]わたしに（手紙を）持たせて下さい。恋人に会うついでに。～ja kunu muranu sisitui.[わぬや此村の猪取り]わたしはこの村の猟師。この場合の'wanuは山原ことば（国頭方言）として使われている。～N ?izu 'jatuti masira sakana.[わぬも伊集やとて 真白咲かな]わたしも伊集の木のように真白に咲きたい。					
