"辞書
ページ"	見出し	見出しの漢字	見出しの説明	内容
797	めわらべ	〔女童〕		→むすめ
797	めん	〔面〕		haaCiburaa
797	めんかい	〔面会〕	(敬語)	?wiicee，→かいけん
797	めんきょ	〔免許〕		'jurii
797	めんずる	〔免ずる〕		nagamijuN
798	めんそう	〔面相〕		Ciramukumi，miNzoo
798	めんどう	〔面倒〕		miNdoo，'wacaree→やっかい/ ～である ?aNmasjaN/ ～なこと?aNmasimuN/ ～なさま 'wacareegaNdoo/ ～に掛かり合うこと tiiNzari，tiiwacaree/ ～をみる kaNgeejuN，'waNdajuN/ ～を見ること siNziCi
798	めんとむかって	〔面と向かって〕		CiraZiraatu
798	めんどり	〔牝鶏〕		miidui
798	めんぷ	〔綿布〕		SeejaNpuu，→もうか
798	めんぼく	〔面目〕		?icibuN，miNbuku，miNmuku/ ～を失うこと →Cirawaidoogu，geejuN
798	めんよう	〔緬羊〕		meenaa，meenaahwiizaa
798	も	〔藻〕		muu
798	も	〔喪〕		→きちゅう/～に服すること?imi/～に服すべき続柄?imigakai/～を終ること?imi?aki
798	も		(助詞)	-N
798	もう			?iina，?iinanuhwee，naa，naaja，nama，njaa，njaaja/～いいか→too/～いいよ→tooru/～すぐnama/～少しで'jagati，→すんでのことで
798	もう		(牛の鳴声)	'Nmoo
798	もうか	〔真岡〕	(織物の名)	mookahuu
798	もうけ	〔儲け〕		mooki
798	もうける	〔儲ける〕		mookijuN，sii?NzasjuN/ ～こと一点張り mookiZuku，ziNmookiZuku
798	もうける	〔設ける〕		'isijuN
798	もうし	〔孟子〕		moozi
798	もうしあげる	〔申し上げる〕		mjuNnjukijuN，nuNnukijuN，?uNnjukijuN，?uNnukijuN，→いう，ごんじょう
798	もうしご	〔申し子〕		?eeku
798	もうしこみじゅん	〔申込み順〕		sacisidee
798	もうしでる	〔申し出る〕		moosi?NzijuN
798	もうしひらき	〔申し開き〕		→いいひらき
798	もうしぶんのない	〔申し分のない〕		→zoobuN，かんぜん/～者'NsjamuN
798	もうとう	〔毛頭〕		musaQtu，→すこし，まったく
798	もうはつ	〔毛髪〕		kikarazi，→かみ
798	もうふ	〔毛布〕		kiQtu，musiN
798	もうもう		(牛の小児語)	moomoo
798	もうりんか		(植物名)	muikwa/～の花muikubana
798	もうろく			dooma，rooma，→おいぼれ/～じいさんroomataNmee/～するkanihaNdijuN
798	もえさし	〔燃えさし〕		hwiiziri，'jakiziri
798	もえつく	〔燃え付く〕		teecicuN
798	もえる	〔燃える〕		meejuN，→やける
798	もぐ	〔捥ぐ〕		mujuN，→muiNcuN/もいだあとmuikuci
798	もくげ		(植物名)	hanagaci
798	もぐさ	〔艾〕		huuCi
798	もくさん	〔目算〕		miZimui，→あて，みこみ，もくろみ/～がはずれることmiZimuisooi
798	もくたん	〔木炭〕		taN
798	もくてき	〔目的〕		?umumuci
798	もくひょう	〔目標〕		?ati，→めあて
798	もくめ	〔木目〕		mukumi
798	もくよく	〔沐浴〕		?uSimasi，→みずあび
798	もくろく	〔目録〕		mukuruku
798	もくろみ			mukurumi，→くわだて，もくさん
798	もくろむ			mukurunuN，→くわだてる
798	もし	〔若し〕		mani，musi→たとえ，ひょっとしたら，まんいち/～か(～も)musika/～かすると→'juu
798	もし			?ee，'jaa，sai，sari，tai，tari，→hei/～もし?ee?ee
799	もじ	〔文字〕		muzi，zii，→suucuumaa
799	もしゅ	〔喪主〕		?iihweedacaa
799	もずく	〔水雲〕		Sinui
799	モスリン			sawai
799	もぞう	〔模造〕		/～するnisijuN/～品nisii，nisimuN，?uCusi
799	もたげる	〔抬げる〕		mucagijuN
799	もたもた			muQcaihwiQcai，muQcoohwiQcoo，tiimucamuca，→ぐずぐず，のろのろ
799	もち	〔餅〕		muci/ ～の一種 cicaramuucii，cikaramuucii，hoohaimuucii，hucagi，huuCimuci，kagaNhweesaa，mudimuci，muucii，sizuci，?ucanuku，?utusizama
799	もち	〔黐〕		'jaNmuci，→とりもち
799	もちあがる	〔持ち上がる〕		mucagajuN
799	もちあげる	〔持ち上げる〕		hwiQcatijuN，mucagijuN
799	もちかた	〔持ち方〕		mucinasi
799	もちくずす	〔持ち崩す〕		mucihaNdijuN
799	もちこたえる	〔持ち堪える〕		→たえる/～力mucidee
799	もちこむ	〔持ち込む〕		muciNcuN
799	もちこめ	〔餅米〕		mucigumi
799	もちすぎ	〔持ち過ぎ〕		muciQkwa
799	もちどおし	〔持ち通し〕		muciciri
799	もちなおす	〔持ち直す〕		kuNnoosjuN，mucinoojuN，mucinoosjuN，tuikeesjuN，→かいふく，たちなおる
799	もちはこぶ	〔持ち運ぶ〕		→kajaasjuN
799	もちぶん	〔持ち分〕		mucimee，tamaSi
799	もちまえ	〔持ち前〕		→もちぶん
799	もちもの	〔持ち物〕	(敬語)	?weemuN
799	もちよる	〔持ち寄る〕		nucaasjuN/持ち寄りの宴会nucaasii
799	もちろん	〔勿論〕		daniju，→いう
799	もつ	〔持つ〕		mucuN/持ったきりmuciciri/持てないものを無理に持つことmutaraNmuci
799	もつ	〔保つ〕		tamucuN/～ことtamuci
799	もっこ			?oodaa
799	もっこく		(植物名)	?iiku/～の柱?iikubaaja
799	もったいない			→?usuri，おしい，ものおしみする
799	もったいぶる			?uNbujuN，→そんだい/～者?uNbujaa
799	もっと			'juku，'jukuN，naahwiN，njahwiN，?unu?wii
799	もっとも			muQtuN，→とうぜん，いちばん
799	もっばら	〔専ら〕		muQpara
799	もつれ	〔縺れ〕		'Nzari
799	もつれる	〔縺れる〕		muCirijuN，mudikujuN，'NzarijuN/もつれさせる'NzarakasjuN
799	もてあそぶ			'iijuN，mutabuN/～こと-mutaaN/～さまmutaaNhwitaaN
799	もてあましもの	〔持て余し者〕		?amasitamuN，SitaneemuN，ZaahweemuN
799	もてあます	〔持て余す〕		?abacuN，muti?amasjuN，mutiwakasjuN，→teewakasjuN/～さま?abacinoori/～仕事?abacisigutu/～ようなことSitaneekutu
799	もてなし			→せったい
799	もてなす			tuimucuN
799	もと	〔本・元〕		mutu，muutu，→?ahjaa/～の隣mutudunai/～から→hweeku，つと
799	もと	〔許〕		mutu
799	もと		(接尾)	-mutu
799	もどかしい			→じれったい
799	もどす	〔戻す〕		mudusjuN，→?agijuN，かえす
799	もとで	〔元手〕		mutu，muutu/～を失うことmuutukweeciri
799	もとなり	〔本成り〕		niinai
799	もとめる	〔求める〕		kameejuN，mutumijuN，tumeejuN，→さがす，たずねる，ほしがる
799	もとゆい	〔元結い〕		muutii
799	もどり	〔戻り〕		mudui，→かえり
799	もとる	〔悖る〕		→そむく
799	もどる	〔戻る〕		mudujuN，→?utikeejuN，かえる
799	もどろく			mudurucuN，→ためらう
799	もの	〔物・者〕		munu，muN，-Si，→しなもの，しんぴん/～にする→せしめる
800	もの	〔助詞〕		-munu，muN
800	ものいみ	〔物忌み〕		CiCisimi/～をするCiCisinuN
800	ものいり	〔物入り〕		?irimi，munu?iri，munu?irimi，siQcii，→いりめ
800	ものおじ	〔物怖じ〕		munu?uzi
800	ものおしみする	〔物惜しみする〕		?ibirijuN
800	ものおと	〔物音〕		munu?utu/～をさけることmunu?utu
800	ものおぼえ	〔物覚え〕		munu?ubi，→きおく/～が悪いことbusjoo
800	ものおもい	〔物思い〕		munu?umii，→かんがえごと/～に沈むmunu?umiigisaN
800	ものがたり	〔物語〕		?ihwanasi，'Nkasimunugatai，→はなし
800	ものぐさ			Cibitugajaa，hujuu，→ぶしょう，ぶしょうもの
800	ものさびしい			→うらさびしい/～さまsooZootu
800	ものしり	〔物知り〕		munusiri
800	ものしりがお	〔物知り顔〕		/～な口のきき方kusamunii，kusamunu?ii/～にふるまうkusabuQkwijuN
800	ものずき	〔物好き〕		munuzici，muNzici
800	ものすごい			'joo?usumasjaN，?usumasjaN，→たいした
800	ものほしそう	〔物欲しそう〕		/～であるmunuhusjagisaN/～にすることmunuhusja
800	ものみ	〔物見〕		munumi
800	ものもらい	〔麦粒腫〕		mii?iNdee
800	ものわすれ	〔物忘れ〕		munuwaSi，muNwaSi，→わすれる
800	ものわらい	〔物笑い〕		munuwaree
800	もはや			naaja，njaa，njaaja，→もう
800	もふく	〔喪服〕		→basjaziN
800	もみ	〔籾〕		mumi
800	もみがら	〔籾殼〕		?Nnagee
800	もみくちゃ			Cikunaamukunaa，muNnaku，muNnakukwaNnaku，muNnakwaNna
800	もみけす	〔揉み消す〕		SiricaasjuN，→Sirikoo，すりけす
800	もみじ	〔紅葉〕		mumizi
800	もむ	〔揉む〕		mimizuN，munuN
800	もめごと	〔揉め事〕		mumigutu，naNzuu，naNzuuhwiNzuu，→あらそい，もんちゃく
800	もめる	〔揉める〕		munuN
800	もめん	〔木綿〕		mumiN/ ～糸の一種 SeejaNgasi/ ～の布→mookahuu，SeejaNpuu
800	もも	〔桃〕		→kiimumu
800	もも	〔股〕		mumu/～が痛むことmumusuQkwaa
800	もも	〔百〕		mumu-
800	ももいろ	〔桃色〕		buki，buki?iru，→さくらいろ
800	ももひき	〔股引〕		mumunuci
800	もやし			maamina，?ujasi，→kazihucimaamina/～のいためたものmaaminacaNpuruu
800	もやす	〔燃やす〕		meesjuN，→やく
800	もよう	〔模様〕		mujoo，sima，→がら/～の形→ziizira
800	もよおし	〔催し〕		mujuusi
800	もよおしもの	〔催し物〕		mujuusimuN
800	もよおす	〔催す〕		mujuusjuN
800	もより	〔最寄り〕		mujui
800	もらいご	〔貰い子〕		'iiiNgwa，'iiriNgwa，→やしないご，ようし
800	もらいぢち	〔貰い乳〕		kuuizii，?uSiizii
800	もらいもの	〔貰い物〕		'iiimuN，→いただきもの
800	もらう	〔貰う〕		'iijuN，→いただく
800	もり	〔銛〕		tuza
800	もり	〔守り〕		mui，→tacimui，もりやく，こもり/～をして育てるmuitatijuN/～をして寝かせるmuiniNsijuN/～をする→mui，もる
800	もりあがる	〔盛り上がる〕		haQcatijuN，mujagajuN，?ukurijuN/盛りあがったさま→?usumuimui/盛り上ったところmui
800	もりか		(植物名)	muikwa/ ～の花 muikubana
800	もりがし	〔盛菓子〕		mui?ukwaasi
800	もりたてる	〔盛り立てる〕		muitatijuN
800	もりやく	〔守役〕		'jakaa，'jakaagwaa，mui，muijaku，?uhujakaa，→こもり
801	もる	〔漏る〕		mujuN，→もれる
801	もる	〔盛る〕		mujuN
801	もる	〔守る〕		mujuN，→もり
801	もれる	〔漏れる〕		murijuN，→もる
801	もろい	〔脆い〕		sakusaN
801	もろこし	〔蜀黍〕		toonuciN
801	もろとも	〔諸共〕		murutumu，→いっしょ
801	もろはく	〔諸白〕		muruhaku，muruhwaku
801	もろはだぬぎ	〔双肌脱ぎ〕		kusihazii
801	もろみ			muruN/ ～のかめ muruNgaami
801	もん	〔門〕		muN，zoo，(敬語)?uzoo
801	もん	〔紋〕		muN，(敬語)gumuN
801	もんちゃく	〔悶着〕		muNcaku，→あらそい，いざこざ
801	もんつき	〔紋付〕		muNciki
801	もんば	〔紋羽〕		muNpa
801	もんばん	〔門番〕		muNbaN，zoobaaN，(敬語)?uzoobaaN
801	もんめ	〔匁〕		muNmi
801	もんもう	〔文盲〕		→?akimiQkwa，むがく
801	や	〔八〕		'jaa，'ja-，→はち，やっつ
801	や	〔矢〕		?ija
801	や	〔夜〕	(接尾)	juru
801	や	〔屋〕	(接尾)	→macija
801	やあ			?ija，'jaa/ ～やあ 'jaajaa
801	やあい			?ahaai
801	やい			jai
801	やいば	〔焼刃〕		jaiba，→は
801	やえなり		(植物名)	?oomaamii
801	やえやま	〔八重山〕		/ ～の者'eemaa
801	やえやまこうもり	〔八重山蝙蝠〕		eemakaabujaa
801	やおや	〔八百屋〕		'jaSee?ujaa
801	やがすり	〔矢絣〕		?ijabiima，→かすり
801	やがて			'jagati，naagati，?uQti，→じき
801	やかましい			'jagamasjaN，'juNgasimasjaN，kasimasjaN，mimigasimasjaN，miNcasaN，→うるさい，さわがしい
801	やから	〔輩〕		'jakara，'jakari-
801	やがる		(…しやがる)	kwajuN，→やる
801	やかん	〔薬罐〕		'jaQkwaN
801	やぎ	〔山羊〕		hwiizaa，→beebee/ ～を呼ぶ声 menumenuu
801	やきいん	〔焼き印〕		'jaci?iN
801	やきうち	〔焼き打ち〕		hwiizimi
801	やきどうふ	〔焼き豆腐〕		'jacidoohu，kaNtoohu
801	やきばり	〔焼き鍼〕		'jacibaai
801	やきもき			?asigacinoori，→いらいら/ ～する →?asigaci
801	やきもち			→おかやき，しっと
801	やきもの	〔焼物〕		'jacimuN，すやき，せともの，とうき
801	やきん	〔夜勤〕		'juZimi
801	やく	〔役〕		'jaku，(敬語)?ujaku/～に立つ'jakutacuN/ ～に立たないもの daimuN，maahaNdaa
801	やく	〔厄〕		'jaku，→やくどし，わざわい/ ～が晴れること harijaku
801	やく	〔焼く〕		?abujuN，'jacuN，→もやす
801	やぐ	〔夜具〕		kaNzimuN，Zasicidoogu
801	やくがい	〔屋久貝〕		jakugee/ ～の蓋 ciciNtaa，ciiciNtaa，ciiciNtoo
801	やくざ			hurimuN
801	やくざいし	〔薬剤師〕		'jaQcuku
801	やくしゃ	〔役者〕		sibaisii，'uduisjaa
801	やくしょ	〔役所〕		→Zaa/ ～の名 →baNdukuru，baNzu，CiguciZeebaN，gusjuiN，hwirazu，kuramutu，sicagui，sjunooZa，sjuZasjukura/ ～仕事?weedaibaNsi
802	やくじょう	〔約定〕		'jakuzoo，→とりきめ
802	やくしょく	〔役職〕		→Zaa/ ～名 →いかい
802	やくそく	〔約束〕		'jakusuku，→けいやく，とりきめ，やくじょう/ ～する kazikakijuN
802	やくだつ	〔役立つ〕		→やく
802	やくとく	〔役得〕		?ukazi
802	やくどし	〔厄年〕		'jakudusi
802	やくにん	〔役人〕		kwaNniN，?weedainiN，?weekaNcu，→かんにん，たいかん
802	やくば	〔役場〕		baNdukuru，baNzu
802	やくめい	〔役名〕		→いかい
802	やぐら	〔櫓〕		/人だまを見るための～ 'jaQkwa
802	やけ	〔自棄〕		?aQpaNgaree
802	やけい	〔夜警〕		'juumaai
802	やけど	〔火傷〕		/～させる sizirakasjuN/～する 'juugeesjuN，sizirijuN/ ～などで皮膚がむけている者kaasiNdaa
802	やけのこり	〔焼け残り〕		/～の木切れ huruhwiiziri
802	やける	〔焼ける〕		'jakijuN，→もえる
802	やごう	〔家号〕		'jagoo，'jaaNnaa
802	やさい	〔野菜〕		'jaSee
802	やさいうり	〔野菜売り〕		'jaSee?ujaa
802	やさしい			cimuzurasaN，duujaQsaN，?uhujaQsaN，?weNdasaN，→?uzaNnasi，?uzimu，(敬語)?uzimuzurasaN，たやすい/～人?weNdaa，cimuzuraNcu，(敬語)?uzimuzuraNcu/ ～もの duujaSii，duujaSimuN/ やさしく 'jahwaQteeN，'jahwaQteeNgwaa
802	やし	〔椰子〕		'jaasi/ ～の実 'jaasigwaa
802	やしき	〔屋敷〕		'jasici，→おやしき/～の祈願'jasicinu?ugwaN，→?ugwaN/ ～の地代'jasiciganee
802	やしないおや	〔養い親〕		'jasinee?uja，→そだておや
802	やしないご	〔養い子〕		CikaneeNgwa，'jasineeNgwa，→ようし
802	やしなう	〔養う〕		CikanajuN，'jasinajuN
802	やしゃご	〔玄孫〕		hwicimaga，hwici?Nmaga
802	やしろ	〔社〕		kami?asjagi，→?ugaN，'ugaNzu，→おみや，みや
802	やしん	〔野心〕		'jasiN
802	やすい	〔安い〕		'jaQsaN/安く買うこと 'jaSigooi/ 安くする 'jaSimijuN/安くなる'jaSinuN
802	やすうり	〔安売り〕		'jaSi?ui
802	やすまる	〔休まる〕		'jaSimajuN
802	やすみ	〔休み〕		'jaSimi，→きゅうそく
802	やすみどころ	〔休み所〕		'jukuidukuru
802	やすむ	〔休む〕		'jukujuN，'jaSinuN.(敬語) ?weesimiSeeN，→きゅうそく/ 休ませる 'jukwaasjuN/ ～番 'jukuimaaruu
802	やすめる	〔休める〕		'jaSimijuN
802	やすもの	〔安物〕		deejaSii，'jaSimuN
802	やすやすと	〔易易と〕		duujaSiQteeN，'jaSijaSitu，'jaSiQteeN
802	やすらかに	〔安らかに〕		'jaajaatu，→おだやか
802	やすり			'jaSii
802	やすんずる	〔安んずる〕		'jasuNzijuN，→あんしん/～こと 'jasuNzi
802	やせい	〔野生〕		naNkurumii，→じせい/～の'jama-
802	やせち	〔痩せ地〕		hagi
802	やせる			gazirijuN，'jaSijuN，'joogarijuN，'jubicuN，sazirijuN，sugijuN/ やせた者'eesazii，'eesugii，gazirimuN，'jasigaruu/ やせたさま 'joogarihwiigari
802	やたて	〔矢立て〕		'jatati
802	やたらに			caQsaNkaQsaN，musjookusjoo，→miQta，むしょうに
802	やちん	〔家賃〕		'jaciN
802	やつ	〔奴〕		hjaa，'jakara，→'jakari-
802	やっかい	〔厄介〕		'jaQkee，→めんどう/ ～である?aNmasjaN/～な預かりもの tui?aZikee/ ～なこと ?aNmasimuN，kateemuN，Zaahweegutu/ ～になる →'waNdajuN
802	やっかいもの	〔厄介者〕		'jaQkeemuN
802	やつがしら		(芋の名)	CiNnuku
802	やっきょく	〔薬局〕		'jaQcuku
802	やつす	〔窶す〕		'jaCirijuN
802	やっつ	〔八つ〕		'jaaCi，(時刻)'jaCi，→haciや
803	やっつける			baNmikasjuN，hwirakasjuN，siCikijuN
803	やっと			'jaQtukaQtu，'joojaku，→とうとう
803	やつれる	〔窶れる〕		'jaCirijuN
803	やど	〔宿〕		'jaadu，'jadu，→やどや
803	やとう	〔雇う〕		'jatujuN
803	やどかり		(節足動物の名)	?amaN，→?aNmaku
803	やどちん	〔宿賃〕		'jaduciN
803	やどなし	〔宿無し〕		'jaamadii
803	やどや	〔宿屋〕		'jaadu，'jadu，'jaduja
803	やどる	〔宿る〕		'jadujuN，→とまる
803	やなぎ	〔柳〕		'janazi
803	やなぎごうり	〔柳行李〕		'janaziguui
803	やに	〔脂〕		'jani
803	やぬし	〔家主〕		'jaanunuusi
803	やね	〔屋根〕		'jaanu?wii，→hwaahuu/ ～をふく →?irica，'jaabuci
803	やはん	〔夜半〕		'jahwaN，'juhwaN，→よなか/ ～参り'jahwaNmee
803	やばん	〔野蛮〕		'jabaN
803	やぶ	〔藪〕		'jamagwaa，→しげみ
803	やぶか	〔藪蚊〕		'jamagaZaN
803	やぶにっけい		(植物名)	sibaki
803	やぶりすてる	〔破り捨てる〕		'jaiSitijuN
803	やぶりちらす	〔破り散らす〕		'jaihoojuN
803	やぶる	〔破る〕		'jajuN，→さく，ひきやぶる
803	やぶれ	〔破れ〕		'jari/ ～や裂け'jarisaki
803	やぶれめ	〔破れ目〕		'jarimii，→さけめ
803	やぶれる	〔破れる〕		'jarijuN，→さける/破れたかさ'jarigasa/ 破れた着物'jariziN/ 破れた障子'jari?akai/ 破れたり切れたりしていること 'jariciri
803	やぼ	〔野暮〕		busizoo
803	やま	〔山〕		'jama，mui，saN，→takaZaN，taki，takimui/ ～の中'jamanunaaka
803	やまい	〔病〕		→びょうき
803	やまいも	〔山芋〕		'jama?Nmu
803	やまおく	〔山奥〕		'jama?uku，→みやま
803	やまかがし		(蛇の名)	hwiibaa
803	やまがたな	〔山刀〕		'jamanazi
803	やまがわ	〔山川〕	(地名)	'jamagoo
803	やまくろき		(植物名)	'jamaguruci
803	やましごと	〔山仕事〕		/～の競争'jamasjuubu/ ～をする者'jama?aQcaa
803	やまのは	〔山の端〕		'jamanuhwa
803	やまびこ	〔山彦〕		'jamabiku，'jamahibiku
803	やまみち	〔山道〕		'jamamici
803	やまもも	〔山桃〕		'jamamumu，mumu/ ～売りの娘 mumu?ui?aNgwaa
803	やみ	〔闇〕		'jami，→あかつきやみ，くらやみ，よいやみ
803	やむ	〔病む〕		'januN，→びょうき/病み衰える'jabirijuN
803	やむ	〔止む〕		'januN，→とまる
803	やめる	〔止める〕		'jamijuN，?ucuN，→とめる，よす/やめておく'joosjoocuN
803	やもめ	〔寡婦〕		'jagusami
803	やもり		(動物名)	'jaaduu
803	やり	〔槍〕		'jai
803	やりかけ			siikaki，→しはじめ
803	やりかける			sikakijuN
803	やりかた			siijoo，siinasi，sijoosiZama，sikata，→しかた，ほうほう
803	やりかねない			/～こと(～者)siiciroo
803	やりくり	〔遣り繰り〕		kuimaasii/ ～するkuimaasjuN，→さんだんする/ ～すること(～するさま)?icaasikwaasii，'jaracaikwaacai，'jarasiikwaasii
803	やりすごす	〔遣り過ごす〕		haikwaasjuN
803	やりそこない			siijaNzi，siijaNzigutu，→しっぱい，ふせいこう
803	やりて			siti/ ～ばば ?aNmaa，Zuri?aNmaa
803	やりなおし	〔やり直し〕		siinoosi
803	やりなおす	〔やり直す〕		siikeesjuN，siinoosjuN
803	やりはじめ			siikaki，→しはじめ
803	やりはじめる	〔やり始める〕		sikakajuN
803	やる	〔遣る〕		jarasjuN，kwijuN，turasjuN，→さしあげる
804	やる		(する)	→する/やりやすい siijaQsaN/やりそうなこと(やりそうなもの)siiciroo/ やりつける siinarijuN
804	やるせない			kukutirusaN
804	やわらかい	〔柔かい〕		'jahwarasaN/～御飯?aCibii/ 柔かくなる 'jahwaracuN/柔かくする 'jahwarakijuN/ 柔かに 'jahwajahwatu，'jahwaQteeN，'jahwaQteeNgwaa，'jooN
804	やわらぐ	〔柔ぐ〕		'jahwaracuN
804	やわらげる	〔柔げる〕		'jahwarakijuN
804	やんばる	〔山原〕	(地名)	'jaNbaru/ ～地方への旅 'jaNbarutabi，'jaNbatabi/ ～方言 'jaNbarukutuba/ ～者 'jaNbaraa
804	やんばるたけ	〔山原竹〕		'jaNbaraa，'jaNbaraadaki，'jaNbarudaki
804	やんばるぶね	〔山原船〕		'jaNbaraa，'jaNbaraabuni
804	やんま		(とんぼの名)	naakudaamaa，taamaa
804	やんわり			→やわらかい(やわらかに)
804	ゆ	〔湯〕		'juu，(小児語)buu，buubuu，→さゆ
804	ゆあみ	〔湯浴み〕		?uSimasi
804	ゆい			'ii，→ろうりょくこうかん
804	ゆいごん	〔遺言〕		?iguN，?Nzani
804	ゆいのう	〔結納〕		sakimui
804	ゆう	〔結う〕		'juujuN，→しばる，むすぶ
804	ゆうかく	〔遊郭〕		zurinujaa，→hananusima/ ～の名Ciizi，nakasima，'wataNzi
804	ゆうかげ	〔夕蔭〕		'juukaagi，→ゆうぐれ
804	ゆうがた	〔夕方〕		→ゆうぐれ
804	ゆうぎ	〔遊戯〕		/ ～の名 ?akaSee，caNkuruu，ceNkuruu，Ciburusaaee，CicihanaSee，giitaa，CiitaamuNdoo，giQcoo，hwiiziNtoo，?iijunumii，?iQcikutaQciku，?iQpaa，?iQsiNguu，?iQtugajoo，?isinaguu，kaCimiNsooree，kurubaSee，kuugatuuee，kwaQkwiNdooree，naNku，micimaa，miguruNtooruu，miQkwaatooruu，'NmoogaQkui，?oosiitoo，paNmikasii，siijaabuu，tooSee，?usutikwaQkwaSee
804	ゆうぐれ	〔夕暮れ〕		?akookuroo，?iriee，'jusaNdi，'juu?iriee，'juu?irigata，→ゆうかげ，ゆうまぐれ/～に 'jugakiti/～に立つ市 'jusaNdimaci
804	ゆうじょ	〔遊女〕		hana，Zuri，Zurihana，→じょろう
804	ゆうずう	〔融通〕		kuimaasii/ ～する kuimaasjuN
804	ゆうだち	〔夕立〕		naCiguri，nagasi
804	ゆうちょう	〔悠長〕		→きなが，のんびり/～である ciiniisaN
804	ゆうづきよ	〔夕月夜〕		'jukuneeZicuu
804	ゆうとうにん	〔遊蕩人〕		→あそびにん
804	ゆうなぎ	〔夕凪〕		'juuduri
804	ゆうはん	〔夕飯〕		'juubaN，'juu?ubuN/～代わり 'juubaNbicee/ ～時 'juubaNuui/～の支度 'juubaNsugai
804	ゆうひ	〔夕日〕		?irihwi，sagaitiida，→?akatiida
804	ゆうふく	〔裕福〕		'juhuku，'juuhuku/ ～なさま huuhuu
804	ゆうべ	〔昨夜〕		'juubi
804	ゆうべん	〔雄弁〕		/～な者 biNsja
804	ゆうまぐれ	〔夕間暮れ〕		'jumaNgwi，→ゆうぐれ
804	ゆうめい	〔有名〕		→なだかい
804	ゆうやけ	〔夕焼け〕		'jusaNdi?akagai，'jusaNdi?akee，'jusaNdi?akeei，'juu?akeei
804	ゆうゆうと	〔悠々と〕		'juCijuCiitu，'juciQteeN，'juujuutu，→ゆっくり
804	ゆうれい	〔幽霊〕		'juurii/ ～の話 'juuriibanasi
805	ゆうれつ	〔優劣〕		?utuci?agaci/ ～のないこと ?uQCikaQCi，→こうおつなし
805	ゆうわくする	〔誘惑する〕		hwicijaNzuN，tanukasjuN，'wakujuN/ 誘惑されるhwikasarijuN/～手段 'wakuidii
805	ゆえ	〔故〕		'jui，→わけ
805	ゆおう	〔硫黄〕		'juuwaa/ ～の燃える火'juuwaabii
805	ゆおうじま	〔硫黄島〕		'juoogasima
805	ゆか	〔床〕		'juka
805	ゆかい	〔愉快〕		→おもしろい
805	ゆかした	〔床下〕		'jukasja
805	ゆがみ	〔歪み〕		'jugami，'jugaN
805	ゆがむ	〔歪む〕		'juganuN/ゆがんだ書体'joogaahwiigaagaci/ ゆがんだもの 'joogaa，'joogee
805	ゆがめる	〔歪める〕		'jugamijuN，→わいきょくする
805	ゆき	〔雪〕		→'juci
805	ゆきのした	〔雪の下〕	(植物名)	miNzaigusa
805	ゆくえ	〔行方〕		'jukui/ ～不明 ?asjura
805	ゆげ	〔湯気〕		?aCiki，huki
805	ゆこぼし	〔湯こぼし〕		caajutijaa
805	ゆすぐ			'juSizuN，'uuzuN
805	ゆすぶる			'uujuN，→?amazuN/ ゆすぶってこわす 'uuiwaQkwasjuN ゆすぶって入れる 'uuiNcuN
805	ゆずり	〔譲り〕		'juZiri
805	ゆずる	〔譲る〕		'juZijuN/ 譲り合うさまcuijuziijuzii，?uuSeekarakee/ 譲り受けたもの'juZiri
805	ゆたか	〔豊か〕		'juciku，'jutaka，→ゆうふく/ ～なこと zuNtaku，→みちたりる
805	ゆだん	〔油断〕		'judaN
805	ゆちゃくする	〔癒着する〕		micaajuN，miijaajuN/～させるための膏薬 miijaigoojaku
805	ゆっくり			'jooNnaa，'juujuutu，?uQtaimootai，→のろい，のろのろ，ゆったり，ゆるゆる
805	ゆづけ	〔湯漬け〕		'juuZikii
805	ゆったり			niguuniguu/～と →ゆうゆうと/～とした性質 ?uhu?Nmari
805	ゆでじる	〔茹で汁〕		'judiziru
805	ゆでだこ	〔茹で蛸〕		'judidaku
805	ゆでたまご	〔茹で玉子〕		'juditamagu/ 皮をむいた～'Ncitamagu
805	ゆでる	〔茹でる〕		'judijuN
805	ゆとり			→よゆう/～がある 'jucisaN
805	ゆば		(食品名)	?Nba
805	ゆび	〔指〕		?iibi/ ～折り数えて CicijuNhwiijuN/ ～折り数えられる人 ?ikutainiNzu/～折り数えること ?iibiuui/～のまた ?iibinumata
805	ゆびきり	〔指切り〕		kaakii
805	ゆびさき	〔指先〕		?iibiZaci/～ではじくこと?iibibaNci
805	ゆびさす	〔指差す〕		→?iibinuci
805	ゆびわ	〔指輪〕		?iibiganii
805	ゆみ	〔弓〕		'jumi/ ～の矢 'juminu?ija
805	ゆみず	〔湯水〕		'juumiZi
805	ゆみはりぢょうちん	〔弓張り提燈〕		'jumihai
805	ゆみや	〔弓矢〕		'jumija
805	ゆめ	〔夢〕		?imi
805	ゆらいき	〔由来記〕		'jureeci
805	ゆらぐ	〔揺らぐ〕		?amazicuN，?amazuN，→ゆれる
805	ゆらめく			'jutamicuN
805	ゆらゆら			?amazicikaa，'jutajuta，kweNkweN，mitamita
805	ゆり	〔百合〕		'jui
805	ゆりうごかす	〔揺り動かす〕		→ゆすぶる
805	ゆりかえし	〔揺り返し〕		keesi
805	ゆるい			'jurusaN，→ゆるゆる
805	ゆるす	〔許す〕		'jurusjuN，→naSireejuN，kaNbiN，→かんべん，きょか
805	ゆるむ	〔緩む〕		?uCoorijuN
